,Tumor type,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
R-HSA-1234176,discovery_tumor_others,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,2/3,66/11009,0.00010578778359353401,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-69563,discovery_tumor_others,R-HSA-69563,p53-Dependent G1 DNA Damage Response,2/3,66/11009,0.00010578778359353401,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-69580,discovery_tumor_others,R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,2/3,66/11009,0.00010578778359353401,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-1169091,discovery_tumor_others,R-HSA-1169091,Activation of NF-kappaB in B cells,2/3,67/11009,0.00010903616216764391,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-174154,discovery_tumor_others,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,2/3,67/11009,0.00010903616216764391,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-5658442,discovery_tumor_others,R-HSA-5658442,Regulation of RAS by GAPs,2/3,68/11009,0.00011233345722839891,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-69615,discovery_tumor_others,R-HSA-69615,G1/S DNA Damage Checkpoints,2/3,68/11009,0.00011233345722839891,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-8948751,discovery_tumor_others,R-HSA-8948751,Regulation of PTEN stability and activity,2/3,69/11009,0.0001156796597796638,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-9793380,discovery_tumor_others,R-HSA-9793380,Formation of paraxial mesoderm,2/3,69/11009,0.0001156796597796638,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-68949,discovery_tumor_others,R-HSA-68949,Orc1 removal from chromatin,2/3,71/11009,0.00012251875136917948,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-174184,discovery_tumor_others,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,2/3,72/11009,0.00012601162241515995,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-69017,discovery_tumor_others,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,2/3,72/11009,0.00012601162241515995,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-174178,discovery_tumor_others,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,2/3,73/11009,0.00012955336496710834,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-179419,discovery_tumor_others,R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,2/3,73/11009,0.00012955336496710834,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-8939902,discovery_tumor_others,R-HSA-8939902,Regulation of RUNX2 expression and activity,2/3,73/11009,0.00012955336496710834,0.00037052262380592985,1.0909757049861756e-05,PSMA7/PSMB1,2.0,,
R-HSA-1234174,discovery_tumor_others,R-HSA-1234174,Cellular response to hypoxia,2/3,75/11009,0.00013678342860436537,0.0003761544286620048,1.1075581263511366e-05,PSMA7/PSMB1,2.0,,
R-HSA-176409,discovery_tumor_others,R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,2/3,75/11009,0.00013678342860436537,0.0003761544286620048,1.1075581263511366e-05,PSMA7/PSMB1,2.0,,
R-HSA-176814,discovery_tumor_others,R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,2/3,76/11009,0.00014047173169740417,0.00037900863457978863,1.1159621187479973e-05,PSMA7/PSMB1,2.0,,
R-HSA-8852276,discovery_tumor_others,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,2/3,77/11009,0.000144208870311868,0.0003818864528629098,1.1244356359599845e-05,PSMA7/PSMB1,2.0,,
R-HSA-5619084,discovery_tumor_others,R-HSA-5619084,ABC transporter disorders,2/3,78/11009,0.00014799483545162255,0.0003847865721742186,1.1329748168545268e-05,PSMA7/PSMB1,2.0,,
R-HSA-176408,discovery_tumor_others,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,2/3,80/11009,0.00015571320932246076,0.0003930313838622328,1.1572510382399198e-05,PSMA7/PSMB1,2.0,,
R-HSA-2871837,discovery_tumor_others,R-HSA-2871837,FCERI mediated NF-kB activation,2/3,82/11009,0.00016362678134083448,0.0003930313838622328,1.1572510382399198e-05,PSMA7/PSMB1,2.0,,
R-HSA-9013694,discovery_tumor_others,R-HSA-9013694,Signaling by NOTCH4,2/3,82/11009,0.00016362678134083448,0.0003930313838622328,1.1572510382399198e-05,PSMA7/PSMB1,2.0,,
R-HSA-1168372,discovery_tumor_others,R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),2/3,83/11009,0.0001676567441650084,0.0003930313838622328,1.1572510382399198e-05,PSMA7/PSMB1,2.0,,
R-HSA-195253,discovery_tumor_others,R-HSA-195253,Degradation of beta-catenin by the destruction complex,2/3,83/11009,0.0001676567441650084,0.0003930313838622328,1.1572510382399198e-05,PSMA7/PSMB1,2.0,,
R-HSA-69202,discovery_tumor_others,R-HSA-69202,Cyclin E associated events during G1/S transition,2/3,83/11009,0.0001676567441650084,0.0003930313838622328,1.1572510382399198e-05,PSMA7/PSMB1,2.0,,
R-HSA-5632684,discovery_tumor_others,R-HSA-5632684,Hedgehog 'on' state,2/3,85/11009,0.00017586297846265334,0.00039918104635173693,1.1753582520478085e-05,PSMA7/PSMB1,2.0,,
R-HSA-69656,discovery_tumor_others,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,2/3,85/11009,0.00017586297846265334,0.00039918104635173693,1.1753582520478085e-05,PSMA7/PSMB1,2.0,,
R-HSA-174143,discovery_tumor_others,R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,2/3,87/11009,0.00018426423098512454,0.000405381308167274,1.1936144517255031e-05,PSMA7/PSMB1,2.0,,
R-HSA-453276,discovery_tumor_others,R-HSA-453276,Regulation of mitotic cell cycle,2/3,87/11009,0.00018426423098512454,0.000405381308167274,1.1936144517255031e-05,PSMA7/PSMB1,2.0,,
R-HSA-450531,discovery_tumor_others,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,2/3,88/11009,0.0001885379665903308,0.00040849892761238337,1.2027940452333705e-05,PSMA7/PSMB1,2.0,,
R-HSA-5687128,discovery_tumor_others,R-HSA-5687128,MAPK6/MAPK4 signaling,2/3,89/11009,0.00019286042976333795,0.00041162748442025865,1.2120058429746297e-05,PSMA7/PSMB1,2.0,,
R-HSA-1236974,discovery_tumor_others,R-HSA-1236974,ER-Phagosome pathway,2/3,90/11009,0.000197231611508009,0.0004147664771418425,1.221248368470644e-05,PSMA7/PSMB1,2.0,,
R-HSA-69052,discovery_tumor_others,R-HSA-69052,Switching of origins to a post-replicative state,2/3,91/11009,0.0002016515028282096,0.0004179154333975938,1.2305202308357565e-05,PSMA7/PSMB1,2.0,,
R-HSA-4086400,discovery_tumor_others,R-HSA-4086400,PCP/CE pathway,2/3,92/11009,0.00020612009472780398,0.0004210739078010852,1.2398201186634827e-05,PSMA7/PSMB1,2.0,,
R-HSA-8878159,discovery_tumor_others,R-HSA-8878159,Transcriptional regulation by RUNX3,2/3,96/11009,0.00022448128819740781,0.00045212428467928615,1.331245593461277e-05,PSMA7/PSMB1,2.0,,
R-HSA-9759194,discovery_tumor_others,R-HSA-9759194,Nuclear events mediated by NFE2L2,2/3,97/11009,0.00022919324805193824,0.00045520325654759957,1.3403113921165982e-05,PSMA7/PSMB1,2.0,,
R-HSA-202424,discovery_tumor_others,R-HSA-202424,Downstream TCR signaling,2/3,98/11009,0.0002339538545090491,0.00045829316705197287,1.3494093987544286e-05,PSMA7/PSMB1,2.0,,
R-HSA-5607764,discovery_tumor_others,R-HSA-5607764,CLEC7A (Dectin-1) signaling,2/3,101/11009,0.00024852746353451336,0.0004769474605395363,1.404335548147328e-05,PSMA7/PSMB1,2.0,,
R-HSA-5668541,discovery_tumor_others,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,2/3,102/11009,0.0002534825664405927,0.0004769474605395363,1.404335548147328e-05,PSMA7/PSMB1,2.0,,
R-HSA-5689603,discovery_tumor_others,R-HSA-5689603,UCH proteinases,2/3,102/11009,0.0002534825664405927,0.0004769474605395363,1.404335548147328e-05,PSMA7/PSMB1,2.0,,
R-HSA-382556,discovery_tumor_others,R-HSA-382556,ABC-family proteins mediated transport,2/3,103/11009,0.0002584862709685763,0.0004800459317987846,1.4134587612772456e-05,PSMA7/PSMB1,2.0,,
R-HSA-1236975,discovery_tumor_others,R-HSA-1236975,Antigen processing-Cross presentation,2/3,105/11009,0.0002686394489057111,0.000492505656327137,1.4501454731752284e-05,PSMA7/PSMB1,2.0,,
R-HSA-983705,discovery_tumor_others,R-HSA-983705,Signaling by the B Cell Receptor (BCR),2/3,112/11009,0.00030570520034372677,0.0005533651094829485,1.62934150749488e-05,PSMA7/PSMB1,2.0,,
R-HSA-5610787,discovery_tumor_others,R-HSA-5610787,Hedgehog 'off' state,2/3,113/11009,0.00031119442630329344,0.000556260037017137,1.6378654015962814e-05,PSMA7/PSMB1,2.0,,
R-HSA-9758941,discovery_tumor_others,R-HSA-9758941,Gastrulation,2/3,114/11009,0.00031673215492727334,0.0005591691130197542,1.6464309547876457e-05,PSMA7/PSMB1,2.0,,
R-HSA-9020702,discovery_tumor_others,R-HSA-9020702,Interleukin-1 signaling,2/3,115/11009,0.000322318377219531,0.0005620918041755235,1.6550365967626753e-05,PSMA7/PSMB1,2.0,,
R-HSA-202403,discovery_tumor_others,R-HSA-202403,TCR signaling,2/3,120/11009,0.0003509765788402434,0.0005974958425494619,1.7592810969435757e-05,PSMA7/PSMB1,2.0,,
R-HSA-69239,discovery_tumor_others,R-HSA-69239,Synthesis of DNA,2/3,120/11009,0.0003509765788402434,0.0005974958425494619,1.7592810969435757e-05,PSMA7/PSMB1,2.0,,
R-HSA-8878166,discovery_tumor_others,R-HSA-8878166,Transcriptional regulation by RUNX2,2/3,121/11009,0.0003568535742233217,0.0006003536601639412,1.7676957237068567e-05,PSMA7/PSMB1,2.0,,
R-HSA-9755511,discovery_tumor_others,R-HSA-9755511,KEAP1-NFE2L2 pathway,2/3,126/11009,0.0003869648316459492,0.0006434415223880318,1.8945646592212937e-05,PSMA7/PSMB1,2.0,,
R-HSA-8939236,discovery_tumor_others,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,2/3,129/11009,0.0004056122866444337,0.0006666960573580922,1.9630358700275073e-05,PSMA7/PSMB1,2.0,,
R-HSA-162909,discovery_tumor_others,R-HSA-162909,Host Interactions of HIV factors,2/3,130/11009,0.00041192483442460047,0.0006693778559399758,1.970932222127275e-05,PSMA7/PSMB1,2.0,,
R-HSA-69206,discovery_tumor_others,R-HSA-69206,G1/S Transition,2/3,131/11009,0.00041828573193487757,0.000672077074906601,1.978879867225914e-05,PSMA7/PSMB1,2.0,,
R-HSA-2454202,discovery_tumor_others,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,2/3,134/11009,0.0004376584328850144,0.0006953906211395229,2.0475248322105937e-05,PSMA7/PSMB1,2.0,,
R-HSA-6807070,discovery_tumor_others,R-HSA-6807070,PTEN Regulation,2/3,140/11009,0.0004777080630199738,0.0007506840990313874,2.2103322753960617e-05,PSMA7/PSMB1,2.0,,
R-HSA-68867,discovery_tumor_others,R-HSA-68867,Assembly of the pre-replicative complex,2/3,141/11009,0.0004845519630439005,0.0007531622903834541,2.217629121482382e-05,PSMA7/PSMB1,2.0,,
R-HSA-5621481,discovery_tumor_others,R-HSA-5621481,C-type lectin receptors (CLRs),2/3,143/11009,0.0004983845064134794,0.0007663331657755652,2.256409763049143e-05,PSMA7/PSMB1,2.0,,
R-HSA-3858494,discovery_tumor_others,R-HSA-3858494,Beta-catenin independent WNT signaling,2/3,146/11009,0.0005194950448301262,0.0007902956533054047,2.3269654863611475e-05,PSMA7/PSMB1,2.0,,
R-HSA-453279,discovery_tumor_others,R-HSA-453279,Mitotic G1 phase and G1/S transition,2/3,149/11009,0.0005410394353742569,0.0008059233256095702,2.372979979711653e-05,PSMA7/PSMB1,2.0,,
R-HSA-5358351,discovery_tumor_others,R-HSA-5358351,Signaling by Hedgehog,2/3,149/11009,0.0005410394353742569,0.0008059233256095702,2.372979979711653e-05,PSMA7/PSMB1,2.0,,
R-HSA-446652,discovery_tumor_others,R-HSA-446652,Interleukin-1 family signaling,2/3,153/11009,0.0005704397507006366,0.0008409575706205261,2.476135651440636e-05,PSMA7/PSMB1,2.0,,
R-HSA-69002,discovery_tumor_others,R-HSA-69002,DNA Replication Pre-Initiation,2/3,158/11009,0.0006082732908149663,0.0008875824549646956,2.6134190797635504e-05,PSMA7/PSMB1,2.0,,
R-HSA-69242,discovery_tumor_others,R-HSA-69242,S Phase,2/3,162/11009,0.0006394059379729457,0.0009235863548498105,2.719429826572869e-05,PSMA7/PSMB1,2.0,,
R-HSA-69481,discovery_tumor_others,R-HSA-69481,G2/M Checkpoints,2/3,167/11009,0.00067940307115934,0.0009715463917578562,2.8606445101445895e-05,PSMA7/PSMB1,2.0,,
R-HSA-9010553,discovery_tumor_others,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,2/3,172/11009,0.0007206006261731746,0.0010202563321065738,3.0040672274024993e-05,PSMA7/PSMB1,2.0,,
R-HSA-5619115,discovery_tumor_others,R-HSA-5619115,Disorders of transmembrane transporters,2/3,176/11009,0.0007544222182246177,0.0010576703647658854,3.114230002991198e-05,PSMA7/PSMB1,2.0,,
R-HSA-109581,discovery_tumor_others,R-HSA-109581,Apoptosis,2/3,180/11009,0.0007890107848021142,0.0010954227400650713,3.225389002767968e-05,PSMA7/PSMB1,2.0,,
R-HSA-69306,discovery_tumor_others,R-HSA-69306,DNA Replication,2/3,186/11009,0.0008423304524457431,0.0011582043721128966,3.4102447467439e-05,PSMA7/PSMB1,2.0,,
R-HSA-2467813,discovery_tumor_others,R-HSA-2467813,Separation of Sister Chromatids,2/3,190/11009,0.0008788339364204383,0.0011968881229345019,3.524146110959151e-05,PSMA7/PSMB1,2.0,,
R-HSA-69275,discovery_tumor_others,R-HSA-69275,G2/M Transition,2/3,197/11009,0.0009445553705612334,0.0012742586602854376,3.7519577778003316e-05,PSMA7/PSMB1,2.0,,
R-HSA-453274,discovery_tumor_others,R-HSA-453274,Mitotic G2-G2/M phases,2/3,199/11009,0.0009637627810162212,0.0012880194176198097,3.792475281913315e-05,PSMA7/PSMB1,2.0,,
R-HSA-5357801,discovery_tumor_others,R-HSA-5357801,Programmed Cell Death,2/3,213/11009,0.0011035562715698295,0.0014611902484674595,4.302363631851187e-05,PSMA7/PSMB1,2.0,,
R-HSA-9711123,discovery_tumor_others,R-HSA-9711123,Cellular response to chemical stress,2/3,215/11009,0.0011242889947868653,0.0014749846445368964,4.342980182662928e-05,PSMA7/PSMB1,2.0,,
R-HSA-376176,discovery_tumor_others,R-HSA-376176,Signaling by ROBO receptors,2/3,219/11009,0.0011663253899549953,0.0015025633402122912,4.424183556017052e-05,PSMA7/PSMB1,2.0,,
R-HSA-5689880,discovery_tumor_others,R-HSA-5689880,Ub-specific processing proteases,2/3,219/11009,0.0011663253899549953,0.0015025633402122912,4.424183556017052e-05,PSMA7/PSMB1,2.0,,
R-HSA-162906,discovery_tumor_others,R-HSA-162906,HIV Infection,2/3,231/11009,0.0012969969835577755,0.0016542296474332317,4.870753470543192e-05,PSMA7/PSMB1,2.0,,
R-HSA-201681,discovery_tumor_others,R-HSA-201681,TCF dependent signaling in response to WNT,2/3,232/11009,0.0013081948647153477,0.0016542296474332317,4.870753470543192e-05,PSMA7/PSMB1,2.0,,
R-HSA-157118,discovery_tumor_others,R-HSA-157118,Signaling by NOTCH,2/3,235/11009,0.0013420730649492648,0.0016542296474332317,4.870753470543192e-05,PSMA7/PSMB1,2.0,,
R-HSA-68882,discovery_tumor_others,R-HSA-68882,Mitotic Anaphase,2/3,235/11009,0.0013420730649492648,0.0016542296474332317,4.870753470543192e-05,PSMA7/PSMB1,2.0,,
R-HSA-2555396,discovery_tumor_others,R-HSA-2555396,Mitotic Metaphase and Anaphase,2/3,236/11009,0.0013534606206271895,0.0016542296474332317,4.870753470543192e-05,PSMA7/PSMB1,2.0,,
R-HSA-8878171,discovery_tumor_others,R-HSA-8878171,Transcriptional regulation by RUNX1,2/3,236/11009,0.0013534606206271895,0.0016542296474332317,4.870753470543192e-05,PSMA7/PSMB1,2.0,,
R-HSA-8951664,discovery_tumor_others,R-HSA-8951664,Neddylation,2/3,246/11009,0.0014699414807303204,0.0017813697605460663,5.245107870580983e-05,PSMA7/PSMB1,2.0,,
R-HSA-1257604,discovery_tumor_others,R-HSA-1257604,PIP3 activates AKT signaling,2/3,268/11009,0.001742838481193519,0.00209433531773675,6.166611167425101e-05,PSMA7/PSMB1,2.0,,
R-HSA-5673001,discovery_tumor_others,R-HSA-5673001,RAF/MAP kinase cascade,2/3,280/11009,0.001901307593645784,0.0022657248824278927,6.671254714546611e-05,PSMA7/PSMB1,2.0,,
R-HSA-5684996,discovery_tumor_others,R-HSA-5684996,MAPK1/MAPK3 signaling,2/3,286/11009,0.00198308113818315,0.002343641345125541,6.900673817079253e-05,PSMA7/PSMB1,2.0,,
R-HSA-69620,discovery_tumor_others,R-HSA-69620,Cell Cycle Checkpoints,2/3,292/11009,0.002066544750707655,0.0024222614700917596,7.132164799681295e-05,PSMA7/PSMB1,2.0,,
R-HSA-5688426,discovery_tumor_others,R-HSA-5688426,Deubiquitination,2/3,297/11009,0.002137387383403801,0.0024849300473718987,7.316687662486268e-05,PSMA7/PSMB1,2.0,,
R-HSA-983168,discovery_tumor_others,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,2/3,309/11009,0.00231218599309387,0.0026621527098467596,7.83850632269933e-05,PSMA7/PSMB1,2.0,,
R-HSA-9006925,discovery_tumor_others,R-HSA-9006925,Intracellular signaling by second messengers,2/3,310/11009,0.0023270565645513636,0.0026621527098467596,7.83850632269933e-05,PSMA7/PSMB1,2.0,,
R-HSA-5683057,discovery_tumor_others,R-HSA-5683057,MAPK family signaling cascades,2/3,325/11009,0.002555717749664838,0.002900536811127554,8.540410191027029e-05,PSMA7/PSMB1,2.0,,
R-HSA-195721,discovery_tumor_others,R-HSA-195721,Signaling by WNT,2/3,331/11009,0.002650119439452462,0.0029839927546590713,8.786139873858142e-05,PSMA7/PSMB1,2.0,,
R-HSA-71291,discovery_tumor_others,R-HSA-71291,Metabolism of amino acids and derivatives,2/3,376/11009,0.003411404292153133,0.0038111782326398285,0.0001122172464524057,PSMA7/PSMB1,2.0,,
R-HSA-983169,discovery_tumor_others,R-HSA-983169,Class I MHC mediated antigen processing & presentation,2/3,381/11009,0.003501773576665804,0.003881811019094651,0.00011429697516657053,PSMA7/PSMB1,2.0,,
R-HSA-68886,discovery_tumor_others,R-HSA-68886,M Phase,2/3,416/11009,0.004166559785380314,0.004583215763918346,0.0001349493047896458,PSMA7/PSMB1,2.0,,
R-HSA-5663202,discovery_tumor_others,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,2/3,433/11009,0.004509713162881101,0.004922816658717538,0.0001449485950303287,PSMA7/PSMB1,2.0,,
R-HSA-1592389,discovery_tumor_others,R-HSA-1592389,Activation of Matrix Metalloproteinases,1/3,33/11009,0.008966525522684399,0.009713735982908098,0.00028601357329136837,MMP2,1.0,,
R-HSA-3928665,discovery_tumor_others,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,1/3,51/11009,0.013834688174222176,0.014874890292584748,0.0004379798393105557,MMP2,1.0,,
R-HSA-1442490,discovery_tumor_others,R-HSA-1442490,Collagen degradation,1/3,64/11009,0.01734065091832171,0.018505321502388095,0.0005448751270486004,MMP2,1.0,,
R-HSA-9009391,discovery_tumor_others,R-HSA-9009391,Extra-nuclear estrogen signaling,1/3,77/11009,0.02083829432421036,0.022073156210089494,0.0006499273083574382,MMP2,1.0,,
R-HSA-2682334,discovery_tumor_others,R-HSA-2682334,EPH-Ephrin signaling,1/3,92/11009,0.02486371198587778,0.026143461867503843,0.000769774364887857,MMP2,1.0,,
R-HSA-6785807,discovery_tumor_others,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,1/3,108/11009,0.029145314171789005,0.03042175128880166,0.0008957453452720402,MMP2,1.0,,
R-HSA-381426,discovery_tumor_others,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),1/3,125/11009,0.03368076429768507,0.03490108184470265,0.0010276358290674317,MMP2,1.0,,
R-HSA-1474228,discovery_tumor_others,R-HSA-1474228,Degradation of the extracellular matrix,1/3,140/11009,0.03767088274305308,0.03875493692270929,0.0011411096627960038,MMP2,1.0,,
GO:0014012,discovery_tumor_others,GO:0014012,peripheral nervous system axon regeneration,1/3,10/18870,0.0015890669230512744,0.030231027459737953,0.004508135673820571,MMP2,1.0,,
GO:0060346,discovery_tumor_others,GO:0060346,bone trabecula formation,1/3,10/18870,0.0015890669230512744,0.030231027459737953,0.004508135673820571,MMP2,1.0,,
GO:0043161,discovery_tumor_others,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,2/3,458/18870,0.0017351133062548751,0.030231027459737953,0.004508135673820571,PSMA7/PSMB1,2.0,,
